"Item Group Code","Item Group","Item Code","Item","Factor","HS Code","HS07 Code","HS12 Code","CPC Code"
"1882","Agricult.Products, Total","800","Agave fibres nes","1","","530500","530500","01929.06"
"1882","Agricult.Products, Total","862","Alfalfa meal and pellets","1","","121410","121410","23320"
"1882","Agricult.Products, Total","231","Almonds shelled","1","","080212","080212","21422"
"1882","Agricult.Products, Total","221","Almonds, with shell","1","","080211","080211","01371"
"1882","Agricult.Products, Total","1171","Animals live nes","1","","010611, 010612, 010619, 010620, 010639, 010690","010611, 010612, 010619, 010620, 010633, 010649","02199.20"
"1882","Agricult.Products, Total","711","Anise, badian, fennel, coriander","1","","090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","01654"
"1882","Agricult.Products, Total","515","Apples","1","","080810","080810","01341"
"1882","Agricult.Products, Total","526","Apricots","1","","080910","080910","01343"
"1882","Agricult.Products, Total","527","Apricots, dry","1","","081310","081310","21419.01"
"1882","Agricult.Products, Total","226","Areca nuts","1","","080290","080280","01379.01"
"1882","Agricult.Products, Total","366","Artichokes","1","","070990","070991","01216"
"1882","Agricult.Products, Total","367","Asparagus","1","","070920","070920","01211"
"1882","Agricult.Products, Total","1107","Asses","1","","010110, 010190","010130","02132"
"1882","Agricult.Products, Total","572","Avocados","1","","080440","080440","01311"
"1882","Agricult.Products, Total","1039","Bacon and ham","1","","021011, 021012, 021019","021011, 021012, 021019","21181"
"1882","Agricult.Products, Total","170","Bagasse","1","","230320","230320","39140.02"
"1882","Agricult.Products, Total","203","Bambara beans","1","","071339","071334","01708"
"1882","Agricult.Products, Total","486","Bananas","1","","080300","080390","01312"
"1882","Agricult.Products, Total","44","Barley","1","","100300","100310, 100390","0115"
"1882","Agricult.Products, Total","46","Barley, pearled","1","","110419, 110429","110419, 110429","23140.05"
"1882","Agricult.Products, Total","45","Barley, pot","1","","110429","110429","23140.04"
"1882","Agricult.Products, Total","782","Bastfibres, other","1","","530310, 530390","530310, 530390","01922.02"
"1882","Agricult.Products, Total","176","Beans, dry","1","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339","01701"
"1882","Agricult.Products, Total","414","Beans, green","1","","070820","070820","01241.90"
"1882","Agricult.Products, Total","1181","Beehives","1","","010690","010641","02196"
"1882","Agricult.Products, Total","51","Beer of barley","1","","220300","220300","24310.01"
"1882","Agricult.Products, Total","86","Beer of sorghum","1","","220300","220300","24310.04"
"1882","Agricult.Products, Total","1183","Beeswax","1","","152190","152190","02960.01"
"1882","Agricult.Products, Total","169","Beet pulp","1","","230320","230320","39140.01"
"1882","Agricult.Products, Total","647","Beets for fodder","1","","121490","121490","01919.06"
"1882","Agricult.Products, Total","558","Berries nes","1","","081020, 081040","081020, 081040","01355.90"
"1882","Agricult.Products, Total","634","Beverages, distilled alcoholic","1","","220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890","2413"
"1882","Agricult.Products, Total","39","Beverages, fermented rice","1","","220600","220600","24230.02"
"1882","Agricult.Products, Total","633","Beverages, non alcoholic","1","","220210, 220290","220210, 220290","24490"
"1882","Agricult.Products, Total","552","Blueberries","1","","081040","081040","01355.01"
"1882","Agricult.Products, Total","47","Bran, barley","1","","230240","230240","39120.03"
"1882","Agricult.Products, Total","91","Bran, buckwheat","1","","230240","230240","39120.09"
"1882","Agricult.Products, Total","112","Bran, cereals nes","1","","230240","230240","39120.13"
"1882","Agricult.Products, Total","96","Bran, fonio","1","","230240","230240","39120.10"
"1882","Agricult.Products, Total","59","Bran, maize","1","","230210","230210","39120.04"
"1882","Agricult.Products, Total","81","Bran, millet","1","","230240","230240","39120.07"
"1882","Agricult.Products, Total","105","Bran, mixed grains","1","","230240","230240","39120.12"
"1882","Agricult.Products, Total","77","Bran, oats","1","","230240","230240","39120.06"
"1882","Agricult.Products, Total","213","Bran, pulses","1","","230250","230250","39120.14"
"1882","Agricult.Products, Total","35","Bran, rice","1","","230240","230240","39120.02"
"1882","Agricult.Products, Total","73","Bran, rye","1","","230240","230240","39120.05"
"1882","Agricult.Products, Total","85","Bran, sorghum","1","","230240","230240","39120.08"
"1882","Agricult.Products, Total","17","Bran, wheat","1","","230230","230230","39120.01"
"1882","Agricult.Products, Total","229","Brazil nuts, shelled","1","","080122","080122","21429.01"
"1882","Agricult.Products, Total","216","Brazil nuts, with shell","1","","080121","080121","01377"
"1882","Agricult.Products, Total","20","Bread","1","","190510, 190540, 190590","190510, 190540, 190590","F0020"
"1882","Agricult.Products, Total","181","Broad beans, horse beans, dry","1","","071350","071350","01702"
"1882","Agricult.Products, Total","89","Buckwheat","1","","100810","100810","01192"
"1882","Agricult.Products, Total","946","Buffaloes","1","","010210, 010290","010231, 010239","02112"
"1882","Agricult.Products, Total","21","Bulgur","1","","190430","190430","23140.02"
"1882","Agricult.Products, Total","983","Butter and ghee, sheep milk","1","","040510, 040520, 040590","040510, 040520, 040590","22249.01"
"1882","Agricult.Products, Total","264","Butter of karite nuts","1","","151590","151590","21691.03"
"1882","Agricult.Products, Total","886","Butter, cow milk","1","","040510, 040520","040510, 040520","22241.01"
"1882","Agricult.Products, Total","893","Buttermilk, curdled, acidified milk","1","","040390","040390","22230.03"
"1882","Agricult.Products, Total","358","Cabbages and other brassicas","1","","070420, 070490","070420, 070490","01212"
"1882","Agricult.Products, Total","253","Cake, copra","1","","230650","230650","21910.05"
"1882","Agricult.Products, Total","332","Cake, cottonseed","1","","230610","230610","21910.15"
"1882","Agricult.Products, Total","245","Cake, groundnuts","1","","230500","230500","21910.04"
"1882","Agricult.Products, Total","338","Cake, hempseed","1","","230690","230690","21910.17"
"1882","Agricult.Products, Total","314","Cake, kapok","1","","230690","230690","21910.14"
"1882","Agricult.Products, Total","335","Cake, linseed","1","","230620","230620","21910.16"
"1882","Agricult.Products, Total","61","Cake, maize","1","","230690","230690","21910.02"
"1882","Agricult.Products, Total","294","Cake, mustard","1","","230690","230690","21910.12"
"1882","Agricult.Products, Total","341","Cake, oilseeds nes","1","","230690","230690","21910.90"
"1882","Agricult.Products, Total","259","Cake, palm kernel","1","","230660","230660","21910.06"
"1882","Agricult.Products, Total","272","Cake, rapeseed","1","","230641, 230649","230641, 230649","21910.08"
"1882","Agricult.Products, Total","37","Cake, rice bran","1","","230690","230690","21910.01"
"1882","Agricult.Products, Total","282","Cake, safflower","1","","230690","230690","21910.10"
"1882","Agricult.Products, Total","291","Cake, sesame seed","1","","230690","230690","21910.11"
"1882","Agricult.Products, Total","238","Cake, soybeans","1","","230400","230400","21910.03"
"1882","Agricult.Products, Total","269","Cake, sunflower","1","","230630","230630","21910.07"
"1882","Agricult.Products, Total","1157","Camelids, other","1","","010619","010613","02121.02"
"1882","Agricult.Products, Total","1126","Camels","1","","010619","010613","02121.01"
"1882","Agricult.Products, Total","101","Canary seed","1","","100830","100830","01195"
"1882","Agricult.Products, Total","630","Cane tops","1","","230800","230800","39120.17"
"1882","Agricult.Products, Total","461","Carobs","1","","121299","121292","01356"
"1882","Agricult.Products, Total","426","Carrots and turnips","1","","070610","070610","01251"
"1882","Agricult.Products, Total","230","Cashew nuts, shelled","1","","080132","080132","21424"
"1882","Agricult.Products, Total","217","Cashew nuts, with shell","1","","080131","080131","01372"
"1882","Agricult.Products, Total","591","Cashewapple","1","","081090","081090","01359.02"
"1882","Agricult.Products, Total","125","Cassava","1","","071410","071410","01520.01"
"1882","Agricult.Products, Total","128","Cassava dried","1","","071410","071410","01520.02"
"1882","Agricult.Products, Total","265","Castor oil seed","1","","120799","120730","01447"
"1882","Agricult.Products, Total","866","Cattle","1","","010210, 010290","010221, 010229","02111"
"1882","Agricult.Products, Total","393","Cauliflowers and broccoli","1","","070410","070410","01213"
"1882","Agricult.Products, Total","113","Cereal preparations nes","1","","110419, 110423, 110429","110419, 110423, 110429","23140.08"
"1882","Agricult.Products, Total","108","Cereals nes","1","","100890","100890","01199.90"
"1882","Agricult.Products, Total","41","Cereals, breakfast","1","","190410, 190420, 190490","190410, 190420, 190490","23140.03"
"1882","Agricult.Products, Total","1021","Cheese, goat milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22254"
"1882","Agricult.Products, Total","907","Cheese, processed","1","","040630, 040690","040630, 040690","22251.04"
"1882","Agricult.Products, Total","984","Cheese, sheep milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22253"
"1882","Agricult.Products, Total","904","Cheese, skimmed cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.02"
"1882","Agricult.Products, Total","901","Cheese, whole cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.01"
"1882","Agricult.Products, Total","531","Cherries","1","","080920","080929","01344.02"
"1882","Agricult.Products, Total","530","Cherries, sour","1","","080920","080921","01344.01"
"1882","Agricult.Products, Total","220","Chestnut","1","","080240","080241, 080242","01373"
"1882","Agricult.Products, Total","191","Chick peas","1","","071320","071320","01703"
"1882","Agricult.Products, Total","1057","Chickens","1","","010511, 010519, 010594, 010599","010511, 010515, 010594, 010599","02151"
"1882","Agricult.Products, Total","459","Chicory roots","1","","121299","121294","01691"
"1882","Agricult.Products, Total","689","Chillies and peppers, dry","1","","090420","090421, 090422","01652"
"1882","Agricult.Products, Total","401","Chillies and peppers, green","1","","070960","070960","01231"
"1882","Agricult.Products, Total","666","Chocolate products nes","1","","180610, 180620, 180631, 180632, 180690","180610, 180620, 180631, 180632, 180690","F0666"
"1882","Agricult.Products, Total","517","Cider etc","1","","220600","220600","24230.03"
"1882","Agricult.Products, Total","828","Cigarettes","1","","240220, 240290","240220, 240290","25020.01"
"1882","Agricult.Products, Total","829","Cigars, cheroots","1","","240210, 240290","240210, 240290","25020.02"
"1882","Agricult.Products, Total","693","Cinnamon (cannella)","1","","090611, 090619, 090620","090611, 090619, 090620","01655"
"1882","Agricult.Products, Total","698","Cloves","1","","090700","090710, 090720","01656"
"1882","Agricult.Products, Total","661","Cocoa, beans","1","","180100","180100","01640"
"1882","Agricult.Products, Total","664","Cocoa, butter","1","","180400","180400","23620"
"1882","Agricult.Products, Total","663","Cocoa, husks, shell","1","","180200","180200","39150.02"
"1882","Agricult.Products, Total","662","Cocoa, paste","1","","180310","180310","23610.01"
"1882","Agricult.Products, Total","665","Cocoa, powder & cake","1","","180320, 180500","180320, 180500","F0665"
"1882","Agricult.Products, Total","249","Coconuts","1","","080119","080112, 080119","01460"
"1882","Agricult.Products, Total","250","Coconuts, desiccated","1","","080111","080111","21429.07"
"1882","Agricult.Products, Total","1187","Cocoons, unreelable & waste","1","","500300","500300","39211"
"1882","Agricult.Products, Total","659","Coffee, extracts","1","","210111, 210112, 210130","210111, 210112, 210130","23912.02"
"1882","Agricult.Products, Total","656","Coffee, green","1","","090111","090111","01610"
"1882","Agricult.Products, Total","660","Coffee, husks and skins","1","","090190","090190","39150.01"
"1882","Agricult.Products, Total","657","Coffee, roasted","1","","090112, 090121, 090122","090112, 090121, 090122","23911"
"1882","Agricult.Products, Total","658","Coffee, substitutes containing coffee","1","","090190","090190","23912.01"
"1882","Agricult.Products, Total","813","Coir","1","","530500","530500","01929.08"
"1882","Agricult.Products, Total","251","Copra","1","","120300","120300","01492"
"1882","Agricult.Products, Total","767","Cotton lint","1","","520100","520100","01921.02"
"1882","Agricult.Products, Total","770","Cotton linter","1","","140420","140420","21800"
"1882","Agricult.Products, Total","769","Cotton waste","1","","520210, 520291, 520299","520210, 520291, 520299","F0769"
"1882","Agricult.Products, Total","768","Cotton, carded, combed","1","","520300","520300","26160"
"1882","Agricult.Products, Total","329","Cottonseed","1","","120720","120721, 120729","0143"
"1882","Agricult.Products, Total","195","Cow peas, dry","1","","071339","071335","01706"
"1882","Agricult.Products, Total","554","Cranberries","1","","081040","081040","01355.02"
"1882","Agricult.Products, Total","885","Cream fresh","1","","040120, 040130","040120, 040140, 040150","22120"
"1882","Agricult.Products, Total","1293","Crude materials","1","","050100, 050210, 050290, 050400, 050510, 050590, 050610, 050690, 050710, 050790, 050800, 051000, 051110, 051191, 051199, 060110, 060120, 060210, 060220, 060230, 060240, 060290, 060311, 060312, 060313, 060314, 060319, 060390, 060410, 060491, 060499, 121120, 121130, 121140, 121190, 121220, 130211, 130212, 130213, 130219, 130220, 130231, 130232, 130239, 140110, 140490","050100, 050210, 050290, 050400, 050510, 050590, 050610, 050690, 050710, 050790, 050800, 051000, 051110, 051191, 051199, 060110, 060120, 060210, 060220, 060230, 060240, 060290, 060311, 060312, 060313, 060314, 060315, 060319, 060390, 060420, 060490, 121120, 121130, 121140, 121190, 121221, 121229, 130211, 130212, 130213, 130219, 130220, 130231, 130232, 130239, 140110, 140490","F1293"
"1882","Agricult.Products, Total","397","Cucumbers and gherkins","1","","070700","070700","01232"
"1882","Agricult.Products, Total","550","Currants","1","","081090","081030","01351.01"
"1882","Agricult.Products, Total","577","Dates","1","","080410","080410","01314"
"1882","Agricult.Products, Total","1222","Degras","1","","152200","152200","21932.01"
"1882","Agricult.Products, Total","654","Dregs from brewing, distillation","1","","","","39160"
"1882","Agricult.Products, Total","1068","Ducks","1","","010519, 010599","010513, 010599","02154"
"1882","Agricult.Products, Total","399","Eggplants (aubergines)","1","","070930","070930","01233"
"1882","Agricult.Products, Total","1064","Eggs, dried","1","","040811, 040891","040811, 040891","23993.03"
"1882","Agricult.Products, Total","1062","Eggs, hen, in shell","1","","040700","040711, 040721, 040790","0231"
"1882","Agricult.Products, Total","1063","Eggs, liquid","1","","040819, 040899","040819, 040899","23993.02"
"1882","Agricult.Products, Total","1091","Eggs, other bird, in shell","1","","040700","040719, 040729, 040790","0232"
"1882","Agricult.Products, Total","1243","Fat nes, prepared","1","","151610, 151620, 151790","151610, 151620, 151790","F1243"
"1882","Agricult.Products, Total","1129","Fat, camels","1","","150600","150600","21519.02"
"1882","Agricult.Products, Total","869","Fat, cattle","1","","150200","150290","21512"
"1882","Agricult.Products, Total","871","Fat, cattle butcher","1","","150200","150290","21512.01"
"1882","Agricult.Products, Total","1060","Fat, liver prepared (foie gras)","1","","160220","160220","21189.02"
"1882","Agricult.Products, Total","1040","Fat, pig butcher","1","","020900","020910","21511.02"
"1882","Agricult.Products, Total","1037","Fat, pigs","1","","020900","020910","21511.01"
"1882","Agricult.Products, Total","1065","Fat, poultry","1","","020900","020990","21511.03"
"1882","Agricult.Products, Total","1066","Fat, poultry, rendered","1","","150100","150190","21522"
"1882","Agricult.Products, Total","979","Fat, sheep","1","","150200","150290","21514"
"1882","Agricult.Products, Total","1276","Fatty acids","1","","382311, 382312, 382313, 382319","382311, 382312, 382313, 382319","34120"
"1882","Agricult.Products, Total","1277","Fatty substance residues","1","","152200","152200","21932.02"
"1882","Agricult.Products, Total","854","Feed additives","1","","230990","230990","23319.10"
"1882","Agricult.Products, Total","846","Feed and meal, gluten","1","","230310","230310","39130.04"
"1882","Agricult.Products, Total","855","Feed minerals","1","","230990","230990","23319.11"
"1882","Agricult.Products, Total","850","Feed supplements","1","","230990","230990","23319.06"
"1882","Agricult.Products, Total","845","Feed, compound nes","1","","230990","230990","23319.04"
"1882","Agricult.Products, Total","840","Feed, compound, cattle","1","","230990","230990","23319.01"
"1882","Agricult.Products, Total","842","Feed, compound, pigs","1","","230990","230990","23319.03"
"1882","Agricult.Products, Total","841","Feed, compound, poultry","1","","230990","230990","23319.02"
"1882","Agricult.Products, Total","1259","Feed, food waste preparations","1","","230700, 230990","230700, 230990","39170.02"
"1882","Agricult.Products, Total","852","Feed, other concentrates nes","1","","230990","230990","23319.08"
"1882","Agricult.Products, Total","628","Feed, pulp of fruit","1","","230800","230800","39120.15"
"1882","Agricult.Products, Total","652","Feed, vegetable products nes","1","","230800","230800","39120.91"
"1882","Agricult.Products, Total","821","Fibre crops nes","1","","530500","530500","01929.90"
"1882","Agricult.Products, Total","569","Figs","1","","080420","080420","01315"
"1882","Agricult.Products, Total","570","Figs dried","1","","080420","080420","21419.02"
"1882","Agricult.Products, Total","773","Flax fibre and tow","1","","530121, 530129","530121, 530129","26190.01"
"1882","Agricult.Products, Total","771","Flax fibre raw","1","","530110","530110","01929.01"
"1882","Agricult.Products, Total","774","Flax tow waste","1","","530130","530130","26190.02"
"1882","Agricult.Products, Total","48","Flour, barley and grits","1","","110290, 110319, 110320","110290, 110319, 110320","23120.02"
"1882","Agricult.Products, Total","90","Flour, buckwheat","1","","110290, 110319, 110320","110290, 110319, 110320","23120.07"
"1882","Agricult.Products, Total","126","Flour, cassava","1","","110620","110620","23170.01"
"1882","Agricult.Products, Total","111","Flour, cereals","1","","110290, 110319, 110320","110290, 110319, 110320","23120.90"
"1882","Agricult.Products, Total","95","Flour, fonio","1","","110290, 110319, 110320","110290, 110319, 110320","23120.08"
"1882","Agricult.Products, Total","624","Flour, fruit","1","","110630","110630","23170.04"
"1882","Agricult.Products, Total","58","Flour, maize","1","","110220, 110313, 110320","110220, 110313, 110320","23120.03"
"1882","Agricult.Products, Total","80","Flour, millet","1","","110290, 110319, 110320","110290, 110319, 110320","23120.05"
"1882","Agricult.Products, Total","104","Flour, mixed grain","1","","110290, 110319, 110320","110290, 110319, 110320","23120.10"
"1882","Agricult.Products, Total","295","Flour, mustard","1","","210330","210330","23995.03"
"1882","Agricult.Products, Total","343","Flour, oilseeds","1","","120810, 120890","120810, 120890","21920"
"1882","Agricult.Products, Total","117","Flour, potatoes","1","","110510, 110520","110510, 110520","21392"
"1882","Agricult.Products, Total","212","Flour, pulses","1","","110610","110610","23170.03"
"1882","Agricult.Products, Total","38","Flour, rice","1","","110290, 110319, 110320","110290, 110319, 110320","23120.01"
"1882","Agricult.Products, Total","150","Flour, roots and tubers nes","1","","110620","110620","23170.02"
"1882","Agricult.Products, Total","72","Flour, rye","1","","110210, 110319, 110320","110290, 110319, 110320","23120.04"
"1882","Agricult.Products, Total","84","Flour, sorghum","1","","110290, 110319, 110320","110290, 110319, 110320","23120.06"
"1882","Agricult.Products, Total","16","Flour, wheat","1","","110100, 110311, 110320","110100, 110311, 110320","23110"
"1882","Agricult.Products, Total","94","Fonio","1","","100890","100840","01193"
"1882","Agricult.Products, Total","1232","Food prep nes","1","","041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900","041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900","F1232"
"1882","Agricult.Products, Total","115","Food preparations, flour, malt extract","1","","190190","190190","23999.02"
"1882","Agricult.Products, Total","653","Food wastes","1","","230700, 230990","230700, 230990","39170.01"
"1882","Agricult.Products, Total","641","Forage and silage, alfalfa","1","","121490","121490","01912"
"1882","Agricult.Products, Total","640","Forage and silage, clover","1","","121490","121490","01919.03"
"1882","Agricult.Products, Total","639","Forage and silage, grasses nes","1","","121490","121490","01919.91"
"1882","Agricult.Products, Total","643","Forage and silage, legumes","1","","121490","121490","01919.92"
"1882","Agricult.Products, Total","636","Forage and silage, maize","1","","121490","121490","01911"
"1882","Agricult.Products, Total","651","Forage products","1","","121490","121490","01919.96"
"1882","Agricult.Products, Total","166","Fructose and syrup, other","1","","170260","170260","23210.03"
"1882","Agricult.Products, Total","512","Fruit, citrus nes","1","","080590","080590","01329"
"1882","Agricult.Products, Total","626","Fruit, cooked, homogenized preparations","1","","200710","200710","23991.03"
"1882","Agricult.Products, Total","620","Fruit, dried nes","1","","081330, 081340, 081350","081330, 081340, 081350","21419.99"
"1882","Agricult.Products, Total","619","Fruit, fresh nes","1","","081090","081090","01359.90"
"1882","Agricult.Products, Total","623","Fruit, prepared nes","1","","081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200892, 200899","081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200893, 200897, 200899","F0623"
"1882","Agricult.Products, Total","541","Fruit, stone nes","1","","081090","081090","01349.20"
"1882","Agricult.Products, Total","604","Fruit, tropical dried nes","1","","080300, 080430, 080440, 080450, 081340, 081350","080300, 080430, 080440, 080450, 081340, 081350","21419.91"
"1882","Agricult.Products, Total","603","Fruit, tropical fresh nes","1","","080450, 081060, 081090","080450, 081060, 081090","01319"
"1882","Agricult.Products, Total","625","Fruits, nuts, peel, sugar preserved","1","","200600","200600","23670.02"
"1882","Agricult.Products, Total","406","Garlic","1","","070320","070320","01252"
"1882","Agricult.Products, Total","1072","Geese and guinea fowls","1","","010519, 010599","010514, 010599","02153"
"1882","Agricult.Products, Total","57","Germ, maize","1","","110430","110430","23140.06"
"1882","Agricult.Products, Total","19","Germ, wheat","1","","110430","110430","23140.01"
"1882","Agricult.Products, Total","953","Ghee, buffalo milk","1","","040590","040590","22242.02"
"1882","Agricult.Products, Total","887","Ghee, butteroil of cow milk","1","","040590","040590","22241.02"
"1882","Agricult.Products, Total","720","Ginger","1","","091010","091011, 091012","01657"
"1882","Agricult.Products, Total","172","Glucose and dextrose","1","","170230, 170240","170230, 170240","23210.05"
"1882","Agricult.Products, Total","1016","Goats","1","","010420","010420","02123"
"1882","Agricult.Products, Total","549","Gooseberries","1","","081090","081030","01351.02"
"1882","Agricult.Products, Total","103","Grain, mixed","1","","100890","100890","01199.02"
"1882","Agricult.Products, Total","507","Grapefruit (inc. pomelos)","1","","080540","080540","01321"
"1882","Agricult.Products, Total","560","Grapes","1","","080610","080610","01330"
"1882","Agricult.Products, Total","566","Grapes, marc","1","","230800","230800","39120.18"
"1882","Agricult.Products, Total","563","Grapes, must","1","","220421, 220429, 220430","220421, 220429, 220430","24212.01"
"1882","Agricult.Products, Total","994","Grease incl. lanolin wool","1","","150500","150500","F0994"
"1882","Agricult.Products, Total","246","Groundnuts, prepared","1","","200811","200811","21495.01"
"1882","Agricult.Products, Total","243","Groundnuts, shelled","1","","120220","120242","21421"
"1882","Agricult.Products, Total","242","Groundnuts, with shell","1","","120210, 120220","120230, 120241","0142"
"1882","Agricult.Products, Total","839","Gums, natural","1","","400130","400130","03211"
"1882","Agricult.Products, Total","1008","Hair, carded/combed","1","","510510, 510521, 510529, 510531, 510539, 510540","510510, 510521, 510529, 510531, 510539, 510540","26150.01"
"1882","Agricult.Products, Total","1219","Hair, coarse nes","1","","510220","510220","02942.90"
"1882","Agricult.Products, Total","1218","Hair, fine","1","","510219","510219","02943.02"
"1882","Agricult.Products, Total","1031","Hair, goat, coarse","1","","510220","510220","02942.02"
"1882","Agricult.Products, Total","1030","Hair, goat, fine","1","","510211, 510219","510211, 510219","02943.01"
"1882","Agricult.Products, Total","1100","Hair, horse","1","","510220","510220","39110.01"
"1882","Agricult.Products, Total","858","Hay (clover, lucerne,etc)","1","","121490","121490","01919.10"
"1882","Agricult.Products, Total","859","Hay (unspecified)","1","","121490","121490","01919.11"
"1882","Agricult.Products, Total","857","Hay, non-leguminous","1","","121490","121490","01919.09"
"1882","Agricult.Products, Total","233","Hazelnuts, shelled","1","","080222","080222","21423"
"1882","Agricult.Products, Total","225","Hazelnuts, with shell","1","","080221","080221","01374"
"1882","Agricult.Products, Total","777","Hemp tow waste","1","","530210, 530290","530210, 530290","01929.02"
"1882","Agricult.Products, Total","336","Hempseed","1","","120799","120799","01449.02"
"1882","Agricult.Products, Total","1213","Hides and skins nes, fresh","1","","410320, 410390","410320, 410390","02959.91"
"1882","Agricult.Products, Total","1216","Hides nes","1","","410320, 410390","410320, 410390","02959.99"
"1882","Agricult.Products, Total","1215","Hides nes, dry salted","1","","410320, 410390","410320, 410390","02959.30"
"1882","Agricult.Products, Total","959","Hides, buffalo, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.09"
"1882","Agricult.Products, Total","957","Hides, buffalo, fresh","1","","410120, 410150, 410190","410120, 410150, 410190","02951.03"
"1882","Agricult.Products, Total","958","Hides, buffalo, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.08"
"1882","Agricult.Products, Total","1136","Hides, camel nes","1","","410390","410390","02959.08"
"1882","Agricult.Products, Total","1134","Hides, camel, wet salted","1","","410390","410390","02959.06"
"1882","Agricult.Products, Total","922","Hides, cattle nes","1","","410120, 410150, 410190","410120, 410150, 410190","02951.91"
"1882","Agricult.Products, Total","921","Hides, cattle, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.05"
"1882","Agricult.Products, Total","919","Hides, cattle, fresh","1","","410120, 410150, 410190","410120, 410150, 410190","02951.01"
"1882","Agricult.Products, Total","920","Hides, cattle, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.04"
"1882","Agricult.Products, Total","1105","Hides, horse nes","1","","410120, 410150, 410190","410120, 410150, 410190","02952.91"
"1882","Agricult.Products, Total","1104","Hides, horse, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02952.05"
"1882","Agricult.Products, Total","1103","Hides, horse, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02952.04"
"1882","Agricult.Products, Total","1214","Hides, wet salted nes","1","","410320, 410390","410320, 410390","02959.20"
"1882","Agricult.Products, Total","1182","Honey, natural","1","","040900","040900","02910"
"1882","Agricult.Products, Total","677","Hops","1","","121010, 121020","121010, 121020","01659"
"1882","Agricult.Products, Total","1096","Horses","1","","010110, 010190","010121, 010129","02131"
"1882","Agricult.Products, Total","910","Ice cream and edible ice","1","","210500","210500","22270"
"1882","Agricult.Products, Total","109","Infant food","1","","190110","190110","23991.01"
"1882","Agricult.Products, Total","175","Isoglucose","1","","170230, 170240, 170260, 170290","170230, 170240, 170260, 170290","23210.08"
"1882","Agricult.Products, Total","519","Juice, apple, concentrated","1","","200979","200979","21435.02"
"1882","Agricult.Products, Total","518","Juice, apple, single strength","1","","200971","200971","21435.01"
"1882","Agricult.Products, Total","514","Juice, citrus, concentrated","1","","200939","200939","21439.05"
"1882","Agricult.Products, Total","513","Juice, citrus, single strength","1","","200931","200931","21439.04"
"1882","Agricult.Products, Total","622","Juice, fruit nes","1","","200980, 200990","200981, 200989, 200990","21439.9"
"1882","Agricult.Products, Total","562","Juice, grape","1","","200961, 200969","200961, 200969","21434"
"1882","Agricult.Products, Total","509","Juice, grapefruit","1","","200921","200921","21432"
"1882","Agricult.Products, Total","510","Juice, grapefruit, concentrated","1","","200929","200929","21432.01"
"1882","Agricult.Products, Total","499","Juice, lemon, concentrated","1","","200939","200939","21439.03"
"1882","Agricult.Products, Total","498","Juice, lemon, single strength","1","","200931","200931","21439.02"
"1882","Agricult.Products, Total","583","Juice, mango","1","","200980","200989","21439.08"
"1882","Agricult.Products, Total","492","Juice, orange, concentrated","1","","200911, 200919","200911, 200919","21431.02"
"1882","Agricult.Products, Total","491","Juice, orange, single strength","1","","200911, 200912","200911, 200912","21431.01"
"1882","Agricult.Products, Total","576","Juice, pineapple","1","","200941","200941","21433"
"1882","Agricult.Products, Total","580","Juice, pineapple, concentrated","1","","200949","200949","21433.01"
"1882","Agricult.Products, Total","539","Juice, plum, concentrated","1","","200980","200989","21439.07"
"1882","Agricult.Products, Total","538","Juice, plum, single strength","1","","200980","200989","21439.06"
"1882","Agricult.Products, Total","496","Juice, tangerine","1","","200931","200931","21439.01"
"1882","Agricult.Products, Total","390","Juice, tomato","1","","200950","200950","21321"
"1882","Agricult.Products, Total","389","Juice, tomato, concentrated","1","","","",""
"1882","Agricult.Products, Total","466","Juice, vegetables nes","1","","200980, 200990","200989, 200990","21329"
"1882","Agricult.Products, Total","780","Jute","1","","530310, 530390","530310, 530390","01922.01"
"1882","Agricult.Products, Total","778","Kapok fibre","1","","530500","530500","01929.03"
"1882","Agricult.Products, Total","311","Kapokseed in shell","1","","120799","120799","01499.06"
